Period,Campaign,Reach,Sample,Sample_subcategory,Sample_category,d13C_vs_VPDB,X15N_calib_vs_air,C_N,Season,Period_Season
Before,Oct'16,Control,Onychogomphus,Predator,Invertebrate,-25.85316074,5.379934903,4.03967874420626,Autumn,Before_Autumn
Before,Oct'16,Control,Leuctra,Shredder,Invertebrate,-25.96178706,6.241202848,4.81701865707941,Autumn,Before_Autumn
Before,Oct'16,Control,Onychogomphus,Predator,Invertebrate,-25.4166059,7.939675371,3.84952069344884,Autumn,Before_Autumn
Before,Oct'16,Control,Hydropsyche,Collector-filterer,Invertebrate,-25.96383662,8.024899789,4.53003353054759,Autumn,Before_Autumn
Before,Oct'16,Control,Cordulegaster,Predator,Invertebrate,-27.00705922,4.193811529,3.96734308293183,Autumn,Before_Autumn
Before,Oct'16,Control,Perla,Predator,Invertebrate,-28.70613887,4.858561992,4.02520578932971,Autumn,Before_Autumn
Before,Oct'16,Control,Cordulegaster,Predator,Invertebrate,-26.89740812,4.99191314,4.03076664491492,Autumn,Before_Autumn
Before,Oct'16,Control,Cordulegaster,Predator,Invertebrate,-27.06752104,5.242573194,3.83351538541907,Autumn,Before_Autumn
Before,Oct'16,Control,Perla,Predator,Invertebrate,-27.26530293,5.491227967,3.89594455103874,Autumn,Before_Autumn
Before,Oct'16,Control,Echinogammarus,Shredder,Invertebrate,-25.65435408,2.115338364,5.33131766246932,Autumn,Before_Autumn
Before,Oct'16,Control,Echinogammarus,Shredder,Invertebrate,-26.17289105,2.270747598,4.8385578571315,Autumn,Before_Autumn
Before,Oct'16,Control,Echinogammarus,Shredder,Invertebrate,-26.16469284,2.402093466,5.00569075643736,Autumn,Before_Autumn
Before,Oct'16,Control,Ancylus,Scraper,Invertebrate,-31.01496061,2.79713371,4.43067737865,Autumn,Before_Autumn
Before,Oct'16,Control,Perla,Predator,Invertebrate,-27.70698166,5.813075476,3.94298735548763,Autumn,Before_Autumn
Before,Oct'16,Control,Perla,Predator,Invertebrate,-27.91193698,5.27064712,3.74710082113672,Autumn,Before_Autumn
Before,Oct'16,Control,Perla,Predator,Invertebrate,-27.74284884,4.787374536,4.43592403421031,Autumn,Before_Autumn
Before,Oct'16,Control,Ecdyonurus,Collector-gatherer,Invertebrate,-29.03304261,3.372649194,4.24740574788703,Autumn,Before_Autumn
Before,Oct'16,Control,Ecdyonurus,Collector-gatherer,Invertebrate,-31.30599717,3.2182426,4.65604336650829,Autumn,Before_Autumn
After,Oct'17,Control,Alnus A,AqCPOM,Resource,-30.79,-1.77,19.6087753961393,Autumn,After_Autumn
After,Oct'17,Control,Corylus A,AqCPOM,Resource,-31.65,2.65,29.7109595673401,Autumn,After_Autumn
After,Oct'17,Control,Fraxinus A,AqCPOM,Resource,-30.22,-1.6,28.5103202833928,Autumn,After_Autumn
After,Oct'17,Control,Rubus A,AqCPOM,Resource,-32.48,0.61,14.7807639970874,Autumn,After_Autumn
After,Oct'17,Control,Salix A,AqCPOM,Resource,-30.5,7.93,33.4247038960045,Autumn,After_Autumn
After,Oct'17,Control,FBOM,FBOM,Resource,-24.09,4.91,12.7676946520209,Autumn,After_Autumn
After,Oct'17,Control,FBOM,FBOM,Resource,-23.51,5.17,12.0731581124301,Autumn,After_Autumn
After,Oct'17,Control,Filament,Filament,Resource,-29,6.34,7.74559129639155,Autumn,After_Autumn
After,Oct'17,Control,Filament,Filament,Resource,-30.19,6.51,8.01440436045554,Autumn,After_Autumn
After,Oct'17,Control,Bryophyte,Bryophyte,Resource,-27.94,1.51,15.1222611207341,Autumn,After_Autumn
After,Oct'17,Control,Bryophyte,Bryophyte,Resource,-28.04,0.99,20.9512399106874,Autumn,After_Autumn
After,Oct'17,Control,Salix A,AqCPOM,Resource,-30.23,3.19,34.3888268448805,Autumn,After_Autumn
After,Oct'17,Control,Fraxinus A,AqCPOM,Resource,-30.16,0.19,23.0492730754504,Autumn,After_Autumn
After,Oct'17,Control,Rubus A,AqCPOM,Resource,-29.81,0.16,19.7614780232378,Autumn,After_Autumn
After,Oct'17,Control,Alnus A,AqCPOM,Resource,-30.8,-0.75,18.4515724516075,Autumn,After_Autumn
After,Oct'17,Control,Bryophyte,Bryophyte,Resource,-30.22,0.94,15.2065241372292,Autumn,After_Autumn
After,Oct'17,Control,Bryophyte,Bryophyte,Resource,-30.5,-0.16,15.9738399896147,Autumn,After_Autumn
After,Oct'17,Control,FBOM,FBOM,Resource,-26.43,3.51,12.7657081022398,Autumn,After_Autumn
After,Oct'17,Control,Alnus A,AqCPOM,Resource,-31.15,-1.75,20.2153129661348,Autumn,After_Autumn
After,Oct'17,Control,Salix A,AqCPOM,Resource,-30.4,5.01,37.4639806606107,Autumn,After_Autumn
After,Oct'17,Control,Bryophyte,Bryophyte,Resource,-31.79,2.61,14.9080077545056,Autumn,After_Autumn
After,Oct'17,Control,Bryophyte,Bryophyte,Resource,-32.15,3.91,13.8862123354545,Autumn,After_Autumn
After,Oct'17,Control,FBOM,FBOM,Resource,-27.31,3.2,13.4694368796843,Autumn,After_Autumn
After,Oct'17,Control,FBOM,FBOM,Resource,-26.83,3.35,13.638651433571,Autumn,After_Autumn
After,Oct'17,Impact,Phoxinus bigerri M,Omnivorous,Fish,-24.43,13.89,3.57240954624997,Autumn,After_Autumn
After,Oct'17,Impact,Phoxinus bigerri M,Omnivorous,Fish,-23.97,14.93,3.52079679571629,Autumn,After_Autumn
After,Oct'17,Impact,Phoxinus bigerri M,Omnivorous,Fish,-23.7,14.42,3.46566495374474,Autumn,After_Autumn
After,Oct'17,Impact,Phoxinus bigerri M,Omnivorous,Fish,-24,13.23,3.48650033943322,Autumn,After_Autumn
After,Oct'17,Impact,Phoxinus bigerri M,Omnivorous,Fish,-23.99,13.48,3.56917078622572,Autumn,After_Autumn
After,Oct'17,Impact,Anguilla anguilla M,Top-predator,Fish,-24.94,10.21,4.09124017336665,Autumn,After_Autumn
After,Oct'17,Impact,Anguilla anguilla M,Top-predator,Fish,-24.37,11.47,3.75922384863817,Autumn,After_Autumn
After,Oct'17,Impact,Salmo trutta M,Top-predator,Fish,-24.62,12.43,3.78839184209003,Autumn,After_Autumn
After,Oct'17,Impact,Salmo trutta M,Top-predator,Fish,-24.8,13.07,3.65844885402952,Autumn,After_Autumn
After,Oct'17,Impact,Salmo trutta M,Top-predator,Fish,-25.13,12.8,3.58531188952556,Autumn,After_Autumn
After,Oct'17,Impact,Salmo trutta M,Top-predator,Fish,-25.26,13.34,3.8250475761673,Autumn,After_Autumn
After,Oct'17,Impact,Barbatula quignardi M,Unknown,Fish,-24.64,12.55,3.62305466323847,Autumn,After_Autumn
After,Oct'17,Impact,Barbatula quignardi M,Unknown,Fish,-24.73,11.54,3.52234163291702,Autumn,After_Autumn
After,Oct'17,Impact,Barbatula quignardi M,Unknown,Fish,-24.25,11.84,3.54595886057257,Autumn,After_Autumn
After,Oct'17,Impact,Barbatula quignardi M,Unknown,Fish,-24.81,12.27,3.63101653955363,Autumn,After_Autumn
After,Oct'17,Impact,Barbatula quignardi M,Unknown,Fish,-24.71,12.51,3.60986652375623,Autumn,After_Autumn
After,Oct'17,Control,Phoxinus bigerri M,Omnivorous,Fish,-25.27,11.86,3.56084089500266,Autumn,After_Autumn
After,Oct'17,Control,Phoxinus bigerri M,Omnivorous,Fish,-25.1,10.63,3.57164776698402,Autumn,After_Autumn
After,Oct'17,Control,Phoxinus bigerri M,Omnivorous,Fish,-25.69,12.45,3.72964954245435,Autumn,After_Autumn
After,Oct'17,Control,Anguilla anguilla M,Top-predator,Fish,-24.91,10.2,4.00005135638664,Autumn,After_Autumn
After,Oct'17,Control,Anguilla anguilla M,Top-predator,Fish,-24.74,7.66,3.77677840306002,Autumn,After_Autumn
After,Oct'17,Control,Salmo trutta M,Top-predator,Fish,-25.36,11.95,3.68776347931258,Autumn,After_Autumn
After,Oct'17,Control,Salmo trutta M,Top-predator,Fish,-25.97,11.4,3.5662314863745,Autumn,After_Autumn
After,Oct'17,Control,Salmo trutta M,Top-predator,Fish,-25.61,12.02,3.63196883888651,Autumn,After_Autumn
After,Oct'17,Control,Salmo trutta M,Top-predator,Fish,-25.89,12.47,3.68855236684756,Autumn,After_Autumn
After,Oct'17,Impact,FBOM,FBOM,Resource,-25.88,4.88,13.2229454054349,Autumn,After_Autumn
After,Oct'17,Impact,FBOM,FBOM,Resource,-26.55,6.44,10.7744165514005,Autumn,After_Autumn
After,Oct'17,Impact,Biofilm,Biofilm,Resource,-30.31,8.86,6.67877066218287,Autumn,After_Autumn
After,Oct'17,Impact,Biofilm,Biofilm,Resource,-28.17,9.94,6.88293395304008,Autumn,After_Autumn
After,Oct'17,Impact,Filament,Filament,Resource,-28.47,6.32,7.21488858420398,Autumn,After_Autumn
After,Oct'17,Impact,Bryophyte,Bryophyte,Resource,-30.02,2.35,13.3015543923134,Autumn,After_Autumn
After,Oct'17,Impact,Bryophyte,Bryophyte,Resource,-29.8,1.34,14.2670847510204,Autumn,After_Autumn
After,Oct'17,Impact,Alnus A,AqCPOM,Resource,-30.2,-1.17,21.8612281537648,Autumn,After_Autumn
After,Oct'17,Impact,Fraxinus A,AqCPOM,Resource,-29.75,-0.5,23.2237867819071,Autumn,After_Autumn
After,Oct'17,Impact,Rubus A,AqCPOM,Resource,-30.03,-3.41,26.8500644837063,Autumn,After_Autumn
After,Oct'17,Impact,Alnus A,AqCPOM,Resource,-29.71,-1.9,21.1931926959365,Autumn,After_Autumn
After,Oct'17,Impact,Salix A,AqCPOM,Resource,-30.3,4.03,29.5706132441572,Autumn,After_Autumn
After,Oct'17,Impact,FBOM,FBOM,Resource,-24.77,6.65,10.1536168667391,Autumn,After_Autumn
After,Oct'17,Impact,Biofilm,Biofilm,Resource,-29.39,7.16,6.0393961617664,Autumn,After_Autumn
After,Oct'17,Impact,Biofilm,Biofilm,Resource,-28.48,6.88,6.0570251045105,Autumn,After_Autumn
After,Oct'17,Impact,Filament,Filament,Resource,-29.88,6.46,7.27022484603699,Autumn,After_Autumn
After,Oct'17,Impact,Bryophyte,Bryophyte,Resource,-30.21,0.34,14.9138319869052,Autumn,After_Autumn
After,Oct'17,Impact,Bryophyte,Bryophyte,Resource,-29.75,0.83,14.2729172749838,Autumn,After_Autumn
After,Oct'17,Impact,Alnus A,AqCPOM,Resource,-29.16,-1.59,16.8615434208961,Autumn,After_Autumn
After,Oct'17,Impact,Corylus A,AqCPOM,Resource,-29.51,1.55,28.6947725757133,Autumn,After_Autumn
After,Oct'17,Impact,Fraxinus A,AqCPOM,Resource,-31.44,1.65,22.965813529412,Autumn,After_Autumn
After,Oct'17,Impact,Rubus A,AqCPOM,Resource,-31.83,0.46,27.8070253759448,Autumn,After_Autumn
After,Oct'17,Impact,Alnus A,AqCPOM,Resource,-29.55,-1.55,17.496310811278,Autumn,After_Autumn
After,Oct'17,Impact,Salix A,AqCPOM,Resource,-28.75,5.99,26.6572575490842,Autumn,After_Autumn
After,Oct'17,Impact,FBOM,FBOM,Resource,-26.92,7.27,8.58432642581893,Autumn,After_Autumn
After,Oct'17,Impact,FBOM,FBOM,Resource,-26.94,5.8,9.88587265693361,Autumn,After_Autumn
After,Oct'17,Impact,Biofilm,Biofilm,Resource,-27.4,7.38,7.95415177925119,Autumn,After_Autumn
After,Oct'17,Impact,Biofilm,Biofilm,Resource,-28.45,7.58,6.06720972616951,Autumn,After_Autumn
After,Oct'17,Impact,Bryophyte,Bryophyte,Resource,-30.43,1.55,11.942757641585,Autumn,After_Autumn
After,Oct'17,Impact,Alnus A,AqCPOM,Resource,-30.21,-1.13,19.1761886617306,Autumn,After_Autumn
After,Oct'17,Impact,Corylus A,AqCPOM,Resource,-30.81,1.96,23.0869042822274,Autumn,After_Autumn
After,Oct'17,Impact,Fraxinus A,AqCPOM,Resource,-29.91,0.39,24.2476155385875,Autumn,After_Autumn
After,Oct'17,Impact,Alnus A,AqCPOM,Resource,-30.49,-0.88,16.8483837700863,Autumn,After_Autumn
After,Oct'17,Impact,Salix A,AqCPOM,Resource,-30.33,2.15,30.7010966599667,Autumn,After_Autumn
After,Oct'17,Control,Boyeria,Predator,Invertebrate,-26.11,8.89,3.90985531064048,Autumn,After_Autumn
After,Oct'17,Control,Tipula,Shredder,Invertebrate,-29.04,1.68,5.50188304717353,Autumn,After_Autumn
After,Oct'17,Control,Boyeria,Predator,Invertebrate,-25.84,9.54,4.21842737815625,Autumn,After_Autumn
After,Oct'17,Control,Boyeria,Predator,Invertebrate,-26.06,9.34,4.13765868114181,Autumn,After_Autumn
After,Oct'17,Control,Perla,Predator,Invertebrate,-27.28,10.08,4.18463171709977,Autumn,After_Autumn
After,Oct'17,Control,Potamopyrgus,Scraper,Invertebrate,-26.65,8.16,5.81852854917388,Autumn,After_Autumn
After,Oct'17,Control,Onychogomphus,Predator,Invertebrate,-26.11,8,4.50578275080723,Autumn,After_Autumn
After,Oct'17,Control,Onychogomphus,Predator,Invertebrate,-25.81,10.23,4.3610632163817,Autumn,After_Autumn
After,Oct'17,Control,Onychogomphus,Predator,Invertebrate,-25.94,9.25,4.46368001115517,Autumn,After_Autumn
After,Oct'17,Control,Potamopyrgus,Scraper,Invertebrate,-26.03,8.97,4.98278946912003,Autumn,After_Autumn
After,Oct'17,Control,Baetis,Collector-gatherer,Invertebrate,-29.14,8.78,4.98627808109829,Autumn,After_Autumn
After,Oct'17,Control,Baetis,Collector-gatherer,Invertebrate,-29.55,8.98,5.0650627348533,Autumn,After_Autumn
After,Oct'17,Control,Baetis,Collector-gatherer,Invertebrate,-28.9,8.62,4.9383383140615,Autumn,After_Autumn
After,Oct'17,Control,Ancylus,Scraper,Invertebrate,-29.53,8.57,4.37515494194036,Autumn,After_Autumn
After,Oct'17,Control,Atherix,Predator,Invertebrate,-25.81,9.18,4.58083116802704,Autumn,After_Autumn
After,Oct'17,Control,Radix,Scraper,Invertebrate,-26.57,8.13,4.85402752456003,Autumn,After_Autumn
After,Oct'17,Control,Hydropsyche,Collector-filterer,Invertebrate,-28.01,9.17,5.02481328580734,Autumn,After_Autumn
After,Oct'17,Control,Echinogammarus,Shredder,Invertebrate,-27.84,7.66,5.7403048066248,Autumn,After_Autumn
After,Oct'17,Control,Echinogammarus,Shredder,Invertebrate,-25.42,6.81,5.44546562856989,Autumn,After_Autumn
After,Oct'17,Control,Physa,Scraper,Invertebrate,-27.71,8.11,4.42170724032847,Autumn,After_Autumn
After,Oct'17,Control,Calopteryx,Predator,Invertebrate,-26.37,8.98,4.26491111756575,Autumn,After_Autumn
After,Oct'17,Control,Calopteryx,Predator,Invertebrate,-26.36,8.27,4.29327467020051,Autumn,After_Autumn
After,Oct'17,Control,Leuctra,Shredder,Invertebrate,-26.3,7.29,4.93711513474089,Autumn,After_Autumn
After,Oct'17,Control,Rhyacophila,Predator,Invertebrate,-27.32,8.18,5.50426293343013,Autumn,After_Autumn
After,Oct'17,Control,Physa,Scraper,Invertebrate,-27.7,7.63,4.49148492638343,Autumn,After_Autumn
After,Oct'17,Control,Dryops,Shredder,Invertebrate,-27.75,2.85,5.17427083051298,Autumn,After_Autumn
After,Oct'17,Control,Sericostoma,Shredder,Invertebrate,-27.77,4.88,5.92462787584479,Autumn,After_Autumn
After,Oct'17,Control,Chironomidae,Predator- Collector-gatherer- Shredder- Scraper,Invertebrate,-28.86,3.2,5.33463077820669,Autumn,After_Autumn
After,Oct'17,Control,Dugesia,Predator,Invertebrate,-27.3,8.32,5.26121936101343,Autumn,After_Autumn
After,Oct'17,Control,Dryops,Shredder,Invertebrate,-26.66,4.5,5.38528390933233,Autumn,After_Autumn
After,Oct'17,Control,Ecdyonurus,Collector-gatherer,Invertebrate,-27.97,8.24,4.88138677089656,Autumn,After_Autumn
After,Oct'17,Control,Elmis,Scraper,Invertebrate,-30.42,3.45,5.52905022173333,Autumn,After_Autumn
After,Oct'17,Control,Potamopyrgus,Scraper,Invertebrate,-26.23,8.15,5.6317959209151,Autumn,After_Autumn
After,Oct'17,Control,Onychogomphus,Predator,Invertebrate,-25.93,7.87,4.92909254543129,Autumn,After_Autumn
After,Oct'17,Control,Onychogomphus,Predator,Invertebrate,-25.73,8.98,4.07754992675762,Autumn,After_Autumn
After,Oct'17,Control,Onychogomphus,Predator,Invertebrate,-24.65,9.22,4.10867654687017,Autumn,After_Autumn
After,Oct'17,Control,Echinogammarus,Shredder,Invertebrate,-25.91,6.27,5.1536915506344,Autumn,After_Autumn
After,Oct'17,Control,Echinogammarus,Shredder,Invertebrate,-26.59,6.15,5.65392932744987,Autumn,After_Autumn
After,Oct'17,Control,Echinogammarus,Shredder,Invertebrate,-25.57,6.45,5.27219353013184,Autumn,After_Autumn
After,Oct'17,Control,Boyeria,Predator,Invertebrate,-26.11,8.66,4.12362856845769,Autumn,After_Autumn
After,Oct'17,Control,Boyeria,Predator,Invertebrate,-26.11,8.78,4.18621070919854,Autumn,After_Autumn
After,Oct'17,Control,Boyeria,Predator,Invertebrate,-25.8,8.89,4.12655356971633,Autumn,After_Autumn
After,Oct'17,Control,Tipula,Shredder,Invertebrate,-28,2.23,5.09796135409812,Autumn,After_Autumn
After,Oct'17,Control,Radix,Scraper,Invertebrate,-27.88,7.26,5.58362015079547,Autumn,After_Autumn
After,Oct'17,Control,Atherix,Predator,Invertebrate,-27.66,6.87,5.10008418411416,Autumn,After_Autumn
After,Oct'17,Control,Atherix,Predator,Invertebrate,-26.07,9.28,5.64323490885031,Autumn,After_Autumn
After,Oct'17,Control,Atherix,Predator,Invertebrate,-26.5,7.86,4.86858210667295,Autumn,After_Autumn
After,Oct'17,Control,Radix,Scraper,Invertebrate,-27.23,8.39,4.79373970661392,Autumn,After_Autumn
After,Oct'17,Control,Rhyacophila,Predator,Invertebrate,-26.66,7.8,4.57790973751381,Autumn,After_Autumn
After,Oct'17,Control,Rhyacophila,Predator,Invertebrate,-26.43,8.57,4.22382754931285,Autumn,After_Autumn
After,Oct'17,Control,Radix,Scraper,Invertebrate,-26.94,8.04,4.23948556482592,Autumn,After_Autumn
After,Oct'17,Control,Leuctra,Shredder,Invertebrate,-25.83,8.48,4.69462502781785,Autumn,After_Autumn
After,Oct'17,Control,Leuctra,Shredder,Invertebrate,-26.09,8.32,4.9034327740324,Autumn,After_Autumn
After,Oct'17,Control,Leuctra,Shredder,Invertebrate,-26.04,8.23,5.00196852483088,Autumn,After_Autumn
After,Oct'17,Control,Calopteryx,Predator,Invertebrate,-26.15,7.48,3.98332762462337,Autumn,After_Autumn
After,Oct'17,Control,Hydropsyche,Collector-filterer,Invertebrate,-26,10.01,4.86122359149131,Autumn,After_Autumn
After,Oct'17,Control,Hydropsyche,Collector-filterer,Invertebrate,-26.14,9.96,4.94900012991717,Autumn,After_Autumn
After,Oct'17,Control,Hydropsyche,Collector-filterer,Invertebrate,-27.38,9.8,5.04358736876276,Autumn,After_Autumn
After,Oct'17,Control,Polycelis,Predator,Invertebrate,-26.66,5.33,4.6833205994299,Autumn,After_Autumn
After,Oct'17,Control,Polycelis,Predator,Invertebrate,-25.91,10.09,4.8264886420594,Autumn,After_Autumn
After,Oct'17,Control,Dugesia,Predator,Invertebrate,-25.83,10.48,5.48590258788461,Autumn,After_Autumn
After,Oct'17,Control,Cordulegaster,Predator,Invertebrate,-24.75,8.64,3.89868383566344,Autumn,After_Autumn
After,Oct'17,Control,Perla,Predator,Invertebrate,-27.26,9.66,4.08605139191355,Autumn,After_Autumn
After,Oct'17,Control,Baetis,Collector-gatherer,Invertebrate,-29.59,8.67,4.51494090935206,Autumn,After_Autumn
After,Oct'17,Control,Baetis,Collector-gatherer,Invertebrate,-29.67,8.76,4.50952703090928,Autumn,After_Autumn
After,Oct'17,Control,Perla,Predator,Invertebrate,-26.05,9.01,4.02364772490194,Autumn,After_Autumn
After,Oct'17,Control,Perla,Predator,Invertebrate,-26.94,7.84,3.79289898124672,Autumn,After_Autumn
After,Oct'17,Control,Epeorus,Scraper,Invertebrate,-28.97,8.77,4.7810228111959,Autumn,After_Autumn
After,Oct'17,Control,Epeorus,Scraper,Invertebrate,-28.33,7.77,4.59335545303007,Autumn,After_Autumn
After,Oct'17,Control,Rhyacophila,Predator,Invertebrate,-25.84,8.78,4.24388601487244,Autumn,After_Autumn
After,Oct'17,Control,Philopotamus,Collector-filterer,Invertebrate,-27.12,5.61,4.69180718677903,Autumn,After_Autumn
After,Oct'17,Control,Boyeria,Predator,Invertebrate,-25.87,9.44,3.93614477423732,Autumn,After_Autumn
After,Oct'17,Control,Boyeria,Predator,Invertebrate,-25.71,9.44,4.04421921485689,Autumn,After_Autumn
After,Oct'17,Control,Boyeria,Predator,Invertebrate,-25.85,9.18,4.06409173688207,Autumn,After_Autumn
After,Oct'17,Control,Atherix,Predator,Invertebrate,-25.88,9.14,4.74832738151816,Autumn,After_Autumn
After,Oct'17,Control,Atherix,Predator,Invertebrate,-26.17,8.9,5.22072078377857,Autumn,After_Autumn
After,Oct'17,Control,Atherix,Predator,Invertebrate,-26.92,7.57,4.41667461372187,Autumn,After_Autumn
After,Oct'17,Control,Cordulegaster,Predator,Invertebrate,-25.36,9.79,4.11647056103925,Autumn,After_Autumn
After,Oct'17,Control,Hydropsyche,Collector-filterer,Invertebrate,-25.82,9.67,4.60959666233398,Autumn,After_Autumn
After,Oct'17,Control,Onychogomphus,Predator,Invertebrate,-25.72,8.7,4.34322081926645,Autumn,After_Autumn
After,Oct'17,Control,Onychogomphus,Predator,Invertebrate,-25.23,7.82,4.57432333406629,Autumn,After_Autumn
After,Oct'17,Control,Onychogomphus,Predator,Invertebrate,-25.26,8.79,3.99148016459132,Autumn,After_Autumn
After,Oct'17,Control,Hydropsyche,Collector-filterer,Invertebrate,-25.96,9.93,4.56232658995097,Autumn,After_Autumn
After,Oct'17,Control,Hydropsyche,Collector-filterer,Invertebrate,-26.28,9.71,4.61808384992717,Autumn,After_Autumn
After,Oct'17,Control,Rhagionidae,Predator,Invertebrate,-25.57,10.59,5.27019345237485,Autumn,After_Autumn
After,Oct'17,Control,Echinogammarus,Shredder,Invertebrate,-26.4,6.13,5.39553046587675,Autumn,After_Autumn
After,Oct'17,Control,Echinogammarus,Shredder,Invertebrate,-26.21,6.66,5.50583643943098,Autumn,After_Autumn
After,Oct'17,Control,Calopteryx,Predator,Invertebrate,-26.24,8.43,4.20035843982668,Autumn,After_Autumn
After,Oct'17,Control,Leuctra,Shredder,Invertebrate,-25.87,9.16,4.78602163111083,Autumn,After_Autumn
After,Oct'17,Control,Leuctra,Shredder,Invertebrate,-26.13,8.26,4.7853656169667,Autumn,After_Autumn
After,Oct'17,Control,Baetis,Collector-gatherer,Invertebrate,-30.17,8.08,4.18410386656429,Autumn,After_Autumn
After,Oct'17,Control,Baetis,Collector-gatherer,Invertebrate,-30.26,7.78,4.08628106528116,Autumn,After_Autumn
After,Oct'17,Control,Baetis,Collector-gatherer,Invertebrate,-29.65,8.23,4.26833300850771,Autumn,After_Autumn
After,Oct'17,Control,Perla,Predator,Invertebrate,-27.99,8.68,4.64882998316201,Autumn,After_Autumn
